127.0.0.1 - - [06/Nov/2012:11:10:44 +0000] "GET / HTTP/1.1" 200 3273
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:08:18 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A53%3A16%2B0000/2012-11-06T12%3A08%3A16%2B0000?type=json&sortField=responseTimeScore&sortDesc=true HTTP/1.1" 200 481
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:08:21 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A53%3A40%2B0000/2012-11-06T12%3A08%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 647
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:08:21 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A53%3A40%2B0000/2012-11-06T12%3A08%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 647
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:08:26 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A53%3A40%2B0000/2012-11-06T12%3A08%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 647
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:08:26 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A53%3A40%2B0000/2012-11-06T12%3A08%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 647
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:08:31 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A53%3A40%2B0000/2012-11-06T12%3A08%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 647
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:08:31 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A53%3A40%2B0000/2012-11-06T12%3A08%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 647
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:08:36 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A53%3A40%2B0000/2012-11-06T12%3A08%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 647
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:08:36 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A53%3A40%2B0000/2012-11-06T12%3A08%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 647
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:08:41 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A54%3A00%2B0000/2012-11-06T12%3A09%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 647
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:08:41 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A54%3A00%2B0000/2012-11-06T12%3A09%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 647
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:08:46 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A53%3A46%2B0000/2012-11-06T12%3A08%3A46%2B0000?fragments=vitals%2Cresponsetime%2Chealthlegend HTTP/1.1" 200 1912
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:08:46 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A53%3A46%2B0000/2012-11-06T12%3A08%3A46%2B0000/histogram?dataPoints=15&start=0 HTTP/1.1" 200 545
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:08:46 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A54%3A00%2B0000/2012-11-06T12%3A09%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 647
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:08:46 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A54%3A00%2B0000/2012-11-06T12%3A09%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 647
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:08:48 +0000] "GET /insight/services/resources/insight%3Atype%3DApplication/2012-11-06T11%3A53%3A46%2B0000/2012-11-06T12%3A08%3A46%2B0000?type=json&sortField=responseTimeScore&sortDesc=true HTTP/1.1" 200 295
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:08:48 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A53%3A46%2B0000/2012-11-06T12%3A08%3A46%2B0000?type=json&sortField=responseTimeScore&sortDesc=true HTTP/1.1" 200 481
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:08:51 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A54%3A00%2B0000/2012-11-06T12%3A09%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 647
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:08:52 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A54%3A00%2B0000/2012-11-06T12%3A09%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 647
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:08:56 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A54%3A00%2B0000/2012-11-06T12%3A09%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 647
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:08:57 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A54%3A00%2B0000/2012-11-06T12%3A09%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 647
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:09:01 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A54%3A20%2B0000/2012-11-06T12%3A09%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 647
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:09:02 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A54%3A20%2B0000/2012-11-06T12%3A09%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 647
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:09:06 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A54%3A20%2B0000/2012-11-06T12%3A09%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 647
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:09:06 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A54%3A20%2B0000/2012-11-06T12%3A09%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 647
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:09:11 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A54%3A20%2B0000/2012-11-06T12%3A09%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 647
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:09:12 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A54%3A20%2B0000/2012-11-06T12%3A09%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 647
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:09:16 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A54%3A16%2B0000/2012-11-06T12%3A09%3A16%2B0000/histogram?dataPoints=15&start=0 HTTP/1.1" 200 545
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:09:16 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A54%3A16%2B0000/2012-11-06T12%3A09%3A16%2B0000?fragments=vitals%2Cresponsetime%2Chealthlegend HTTP/1.1" 200 1912
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:09:16 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A54%3A20%2B0000/2012-11-06T12%3A09%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 647
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:09:16 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A54%3A20%2B0000/2012-11-06T12%3A09%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 647
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:09:18 +0000] "GET /insight/services/resources/insight%3Atype%3DApplication/2012-11-06T11%3A54%3A16%2B0000/2012-11-06T12%3A09%3A16%2B0000?type=json&sortField=responseTimeScore&sortDesc=true HTTP/1.1" 200 295
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:09:18 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A54%3A16%2B0000/2012-11-06T12%3A09%3A16%2B0000?type=json&sortField=responseTimeScore&sortDesc=true HTTP/1.1" 200 481
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:09:21 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A54%3A40%2B0000/2012-11-06T12%3A09%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 647
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:09:21 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A54%3A40%2B0000/2012-11-06T12%3A09%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 647
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:09:26 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A54%3A40%2B0000/2012-11-06T12%3A09%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 647
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:09:27 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A54%3A40%2B0000/2012-11-06T12%3A09%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 647
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:09:31 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A54%3A40%2B0000/2012-11-06T12%3A09%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 647
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:09:32 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A54%3A40%2B0000/2012-11-06T12%3A09%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 647
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:09:36 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A54%3A40%2B0000/2012-11-06T12%3A09%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 647
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:09:36 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A54%3A40%2B0000/2012-11-06T12%3A09%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 647
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:09:41 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A55%3A00%2B0000/2012-11-06T12%3A10%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 646
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:09:42 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A55%3A00%2B0000/2012-11-06T12%3A10%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 646
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:09:46 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A54%3A46%2B0000/2012-11-06T12%3A09%3A46%2B0000/histogram?dataPoints=15&start=0 HTTP/1.1" 200 545
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:09:46 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A55%3A00%2B0000/2012-11-06T12%3A10%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 646
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:09:46 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A54%3A46%2B0000/2012-11-06T12%3A09%3A46%2B0000?fragments=vitals%2Cresponsetime%2Chealthlegend HTTP/1.1" 200 1912
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:09:46 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A55%3A00%2B0000/2012-11-06T12%3A10%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 646
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:09:48 +0000] "GET /insight/services/resources/insight%3Atype%3DApplication/2012-11-06T11%3A54%3A46%2B0000/2012-11-06T12%3A09%3A46%2B0000?type=json&sortField=responseTimeScore&sortDesc=true HTTP/1.1" 200 295
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:09:48 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A54%3A46%2B0000/2012-11-06T12%3A09%3A46%2B0000?type=json&sortField=responseTimeScore&sortDesc=true HTTP/1.1" 200 481
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:09:51 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A55%3A00%2B0000/2012-11-06T12%3A10%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 646
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:09:51 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A55%3A00%2B0000/2012-11-06T12%3A10%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 646
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:09:56 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A55%3A00%2B0000/2012-11-06T12%3A10%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 646
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:09:57 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A55%3A00%2B0000/2012-11-06T12%3A10%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 646
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:10:01 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A55%3A20%2B0000/2012-11-06T12%3A10%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 647
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:10:01 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A55%3A20%2B0000/2012-11-06T12%3A10%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 647
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:10:06 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A55%3A20%2B0000/2012-11-06T12%3A10%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 647
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:10:07 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A55%3A20%2B0000/2012-11-06T12%3A10%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 647
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:10:11 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A55%3A20%2B0000/2012-11-06T12%3A10%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 647
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:10:11 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A55%3A20%2B0000/2012-11-06T12%3A10%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 647
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:10:16 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A55%3A16%2B0000/2012-11-06T12%3A10%3A16%2B0000/histogram?dataPoints=15&start=0 HTTP/1.1" 200 545
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:10:16 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A55%3A16%2B0000/2012-11-06T12%3A10%3A16%2B0000?fragments=vitals%2Cresponsetime%2Chealthlegend HTTP/1.1" 200 1912
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:10:16 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A55%3A20%2B0000/2012-11-06T12%3A10%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 647
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:10:16 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A55%3A20%2B0000/2012-11-06T12%3A10%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 647
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:10:18 +0000] "GET /insight/services/resources/insight%3Atype%3DApplication/2012-11-06T11%3A55%3A16%2B0000/2012-11-06T12%3A10%3A16%2B0000?type=json&sortField=responseTimeScore&sortDesc=true HTTP/1.1" 200 295
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:10:18 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A55%3A16%2B0000/2012-11-06T12%3A10%3A16%2B0000?type=json&sortField=responseTimeScore&sortDesc=true HTTP/1.1" 200 481
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:10:21 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A55%3A40%2B0000/2012-11-06T12%3A10%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 648
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:10:21 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A55%3A40%2B0000/2012-11-06T12%3A10%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 648
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:10:26 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A55%3A40%2B0000/2012-11-06T12%3A10%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 648
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:10:26 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A55%3A40%2B0000/2012-11-06T12%3A10%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 648
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:10:31 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A55%3A40%2B0000/2012-11-06T12%3A10%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 648
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:10:32 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A55%3A40%2B0000/2012-11-06T12%3A10%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 648
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:10:36 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A55%3A40%2B0000/2012-11-06T12%3A10%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 648
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:10:36 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A55%3A40%2B0000/2012-11-06T12%3A10%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 648
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:10:41 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A56%3A00%2B0000/2012-11-06T12%3A11%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 648
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:12:10:42 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T11%3A56%3A00%2B0000/2012-11-06T12%3A11%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 648
